,allow_pets,built_year,condition,deposit,number_of_rooms,postal_code,rent,total_size,type
759,ei tiedossa,1974,hyvä,1420.00,Yksiö,65350,"436,94 €/kk","39,5 m²",kerrostalo
760,ei tiedossa,1986,hyvä,1420.00,Kaksio,65320,505 €/kk,49 m²,kerrostalo
761,ei tiedossa,1986,hyvä,1420.00,Yksiö,65100,"502,32 €/kk","34,5 m²",kerrostalo
762,ei sallittu,1979,hyvä,1420.00,Kaksio,01450,830 €/kk,"59,5 m²",kerrostalo
763,ei tiedossa,2012,hyvä,590 €,Kaksio,38700,590 €/kk,56 m²,rivitalo
764,ei sallittu,1952,hyvä,1 kk / sovittavissa,5 +,76100,1 000 €/kk,153 m²,omakotitalo
765,ei sallittu,2005,hyvä,250 euroa,3 huonetta,90130,906 €/kk,"74,5 m²",kerrostalo
766,ei sallittu,1993,ei luokiteltu,250 euroa,Yksiö,41160,"467,16 €/kk","37,5 m²",kerrostalo
767,ei sallittu,2005,hyvä,250 euroa,3 huonetta,03100,795 €/kk,72 m²,kerrostalo
768,ei sallittu,2011,hyvä,250 €,3 huonetta,01530,1 121 €/kk,"66,5 m²",kerrostalo
769,ei sallittu,1972,hyvä,250 €,Kaksio,01200,791 €/kk,54 m²,kerrostalo
770,ei sallittu,1972,hyvä,250 €,Kaksio,01360,969 €/kk,"61,5 m²",kerrostalo
771,ei sallittu,1938,hyvä,"1 360,00 e",Yksiö,33200,680 €/kk,47 m²,kerrostalo
772,ei sallittu,1943,hyvä,"1 360,00 e",Kaksio,33540,680 €/kk,"48,5 m²",kerrostalo
773,ei sallittu,1975,hyvä,"900,00 e",Kaksio,33410,450 €/kk,"57,5 m²",kerrostalo
774,ei sallittu,1955,hyvä,"480,00 e",Yksiö,70500,480 €/kk,31 m²,kerrostalo
775,ei sallittu,1978,tyydyttävä,1140,Kaksio,40340,570 €/kk,"50,5 m²",kerrostalo
776,ei sallittu,1971,hyvä,1140,Kaksio,01200,"769,87 €/kk","57,5 m²",kerrostalo
777,ei sallittu,2015,ei luokiteltu,350.00,Yksiö,01710,734 €/kk,"36,5 m²",kerrostalo
778,ei sallittu,2015,hyvä,"586,54",Kaksio,40900,"586,54 €/kk",58 m²,kerrostalo
779,ei sallittu,1973,hyvä,1kk vuokra,Kaksio,33210,840 €/kk,59 m²,kerrostalo
780,ei sallittu,2012,hyvä,970 €,3 huonetta,53900,970 €/kk,79 m²,kerrostalo
781,ei sallittu,1958,tyydyttävä,1440,Kaksio,40700,720 €/kk,49 m²,kerrostalo
782,ei sallittu,2017,hyvä,"1860,00",3 huonetta,40100,930 €/kk,"68,5 m²",kerrostalo
783,ei tiedossa,1975,tyydyttävä,1020.00,Kaksio,37120,510 €/kk,49 m²,kerrostalo
784,ei tiedossa,1989,hyvä,1390.00,Yksiö,02320,695 €/kk,36 m²,kerrostalo
785,ei tiedossa,1959,hyvä,1560.00,Kaksio,02100,780 €/kk,42 m²,kerrostalo
786,ei tiedossa,1956,tyydyttävä,1280.00,Kaksio,33540,640 €/kk,53 m²,kerrostalo
787,ei sallittu,1973,hyvä,940.00,Kaksio,28610,470 €/kk,47 m²,kerrostalo
788,ei tiedossa,1976,tyydyttävä,"535,00",Kaksio,40340,535 €/kk,48 m²,kerrostalo
789,ei sallittu,2011,hyvä,"535,00",Kaksio,00500,1 020 €/kk,48 m²,kerrostalo
790,ei sallittu,2007,hyvä,1kk:n vuokran suuruinen,3 huonetta,90230,960 €/kk,"73,5 m²",kerrostalo
791,ei sallittu,1989,hyvä,1kk:n vuokran suuruinen,Kaksio,90440,540 €/kk,51 m²,kerrostalo
792,ei sallittu,1959,hyvä,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,3 huonetta,60100,630 €/kk,65 m²,kerrostalo
793,ei sallittu,1953,hyvä,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,Kaksio,70100,620 €/kk,47 m²,kerrostalo
794,ei sallittu,1977,hyvä,1kk pankkitalletus sekä 1-2 henkilön omavelkainen,4 huonetta,28370,590 €/kk,80 m²,kerrostalo
795,ei tiedossa,1964,hyvä,"1500,00",3 huonetta,40100,750 €/kk,60 m²,kerrostalo
796,ei tiedossa,2016,ei luokiteltu,1020 ,Yksiö,36200,510 €/kk,"32,5 m²",kerrostalo
797,ei sallittu,1974,hyvä,250 €,Kaksio,04440,724 €/kk,"57,5 m²",kerrostalo
798,ei sallittu,2015,hyvä,250 €,Kaksio,04410,906 €/kk,42 m²,kerrostalo
799,ei sallittu,1972,hyvä,250 €,5 +,02700,2 105 €/kk,111 m²,kerrostalo
800,ei sallittu,1974,hyvä,250 €,3 huonetta,04440,872 €/kk,"74,5 m²",kerrostalo
801,ei sallittu,2002,hyvä,250 €,Yksiö,33270,708 €/kk,44 m²,kerrostalo
802,ei sallittu,1960,hyvä,"1340,00",Kaksio,40100,670 €/kk,"43,5 m²",kerrostalo
803,ei tiedossa,1974,tyydyttävä,"1340,00",Yksiö,15210,470 €/kk,32 m²,kerrostalo
804,ei tiedossa,1975,hyvä,"1340,00",Yksiö,48100,485 €/kk,"30,5 m²",kerrostalo
805,ei sallittu,1975,hyvä,720.00,Kaksio,50190,720 €/kk,"59,5 m²",kerrostalo
806,ei tiedossa,1976,hyvä,1100.00,Kaksio,28190,550 €/kk,"50,5 m²",kerrostalo
807,ei sallittu,1976,hyvä,2500 €,4 huonetta,11100,1 800 €/kk,110 m²,omakotitalo
808,ei sallittu,1938,tyydyttävä,900 €,Yksiö,48100,450 €/kk,29 m²,kerrostalo
809,ei sallittu,1938,hyvä,1kk+hlö tai 2kk,Kaksio,28370,460 €/kk,60 m²,kerrostalo
810,ei sallittu,1965,hyvä,250,Kaksio,15210,659 €/kk,52 m²,kerrostalo
811,ei sallittu,1999,hyvä,250 €,Kaksio,04200,899 €/kk,"55,5 m²",kerrostalo
812,ei sallittu,2013,hyvä,"650,00 e",Kaksio,90120,650 €/kk,"42,5 m²",kerrostalo
813,ei sallittu,1962,hyvä,"550,00 e",Yksiö,80100,550 €/kk,29 m²,kerrostalo
814,ei sallittu,2006,hyvä,2kk:n vuokraa vastaava summa,3 huonetta,40520,940 €/kk,83 m²,luhtitalo
815,ei sallittu,1978,hyvä,940,Yksiö,15870,470 €/kk,37 m²,kerrostalo
816,ei tiedossa,2015,ei luokiteltu,495 ,Yksiö,90570,495 €/kk,21 m²,kerrostalo
817,ei tiedossa,1959,tyydyttävä,350 ,Yksiö,42100,350 €/kk,28 m²,kerrostalo
818,ei tiedossa,1973,hyvä,670 ,Kaksio,90100,670 €/kk,53 m²,kerrostalo
819,ei tiedossa,2001,hyvä,520 ,Kaksio,90800,520 €/kk,55 m²,rivitalo
820,ei tiedossa,2015,hyvä,770.00,Kaksio,96100,770 €/kk,"49,5 m²",kerrostalo
821,ei tiedossa,1989,hyvä,.00,Kaksio,01900,750 €/kk,"48,5 m²",kerrostalo
822,ei tiedossa,1977,hyvä,1020.00,Kaksio,24240,510 €/kk,"59,5 m²",kerrostalo
823,ei tiedossa,1972,tyydyttävä,288.17,Yksiö,30420,"288,17 €/kk",30 m²,kerrostalo
824,ei sallittu,1972,hyvä,1240.00,Kaksio,20360,620 €/kk,"51,5 m²",kerrostalo
825,ei sallittu,1960,hyvä,1460.00,Yksiö,00570,730 €/kk,"26,5 m²",kerrostalo
826,ei tiedossa,1928,ei luokiteltu,1360.00,Kaksio,20100,680 €/kk,51 m²,kerrostalo
827,ei sallittu,1928,hyvä,820.00,Kaksio,28120,410 €/kk,40 m²,puutalo-osake
828,ei sallittu,1962,tyydyttävä,580 €,4 huonetta,42300,580 €/kk,76 m²,kerrostalo
829,ei sallittu,2012,hyvä,noin yhden kuukauden vuokra,3 huonetta,33960,"918,15 €/kk",70 m²,kerrostalo
830,ei sallittu,2012,hyvä,0,3 huonetta,74130,659 €/kk,71 m²,rivitalo
831,ei sallittu,1973,hyvä,ei,3 huonetta,07900,628 €/kk,77 m²,kerrostalo
832,ei sallittu,1965,hyvä,2.Kuukautta,3 huonetta,28100,650 €/kk,70 m²,kerrostalo
833,ei sallittu,1973,hyvä,Ei,Yksiö,07900,422 €/kk,33 m²,kerrostalo
834,ei tiedossa,1969,hyvä,2400 ,3 huonetta,04420,1 200 €/kk,100 m²,omakotitalo
835,ei sallittu,2012,hyvä,0,Yksiö,90400,582 €/kk,"30,5 m²",kerrostalo
836,ei sallittu,1958,hyvä,250,Yksiö,90230,275 €/kk,13 m²,kerrostalo
837,ei sallittu,1977,ei luokiteltu,0,Kaksio,15870,595 €/kk,"54,5 m²",kerrostalo
838,ei sallittu,1977,hyvä,2600 €,4 huonetta,20810,1 300 €/kk,125 m²,rivitalo
839,ei tiedossa,2017,hyvä,1440.00,Kaksio,33400,720 €/kk,"45,5 m²",kerrostalo
840,ei tiedossa,1964,hyvä,1540.00,Kaksio,00390,770 €/kk,40 m²,kerrostalo
841,ei sallittu,1985,hyvä,1380.00,Yksiö,02160,690 €/kk,"31,5 m²",kerrostalo
842,ei sallittu,2017,hyvä,1kk:n vuokran suuruinen,4 huonetta,90440,990 €/kk,104 m²,kerrostalo
843,ei sallittu,2016,hyvä,1kk:n vuokran suuruinen,Yksiö,90130,545 €/kk,25 m²,kerrostalo
844,ei sallittu,1962,hyvä,1kk:n vuokran suuruinen,Kaksio,90500,600 €/kk,57 m²,kerrostalo
845,ei sallittu,1961,hyvä,1500 €,4 huonetta,70700,1 000 €/kk,100 m²,omakotitalo
846,ei sallittu,2010,hyvä,1500 €,Kaksio,04480,"752,68 €/kk","58,5 m²",omakotitalo
847,ei sallittu,1955,hyvä,2 kk vuokravakuus 880,Yksiö,37100,440 €/kk,"24,5 m²",kerrostalo
848,ei sallittu,1955,hyvä,330 €,Yksiö,38700,330 €/kk,"36,5 m²",rivitalo
849,ei sallittu,2005,hyvä,250,Kaksio,40320,604 €/kk,"40,5 m²",kerrostalo
850,ei sallittu,1984,hyvä,700 €,Kaksio,70150,700 €/kk,"51,5 m²",kerrostalo
851,ei sallittu,1997,ei luokiteltu,854.00,Kaksio,20810,854 €/kk,60 m²,kerrostalo
852,ei sallittu,2018,ei luokiteltu,820.00,Kaksio,20520,820 €/kk,51 m²,kerrostalo
853,ei sallittu,2018,ei luokiteltu,655.00,Yksiö,20520,655 €/kk,"37,5 m²",kerrostalo
854,ei sallittu,1972,hyvä,1kk:n vuokra,3 huonetta,90250,670 €/kk,80 m²,kerrostalo
855,ei sallittu,2011,hyvä,2kk:n vuokraa vastaava summa,3 huonetta,40700,990 €/kk,78 m²,kerrostalo
856,ei sallittu,2016,hyvä,1kk,3 huonetta,01710,1 044 €/kk,68 m²,kerrostalo
857,ei sallittu,2015,hyvä,1kk,Kaksio,02230,890 €/kk,"47,5 m²",kerrostalo
858,ei sallittu,2014,hyvä,1kk,3 huonetta,01600,1 073 €/kk,61 m²,kerrostalo
859,ei sallittu,2014,hyvä,400 €,3 huonetta,38710,400 €/kk,74 m²,kerrostalo
860,ei sallittu,1965,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,Kaksio,04300,780 €/kk,57 m²,kerrostalo
861,ei sallittu,1965,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,Kaksio,04300,"787,80 €/kk",57 m²,kerrostalo
862,ei sallittu,1960,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,3 huonetta,02470,"724,61 €/kk",65 m²,kerrostalo
863,ei sallittu,1960,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,Kaksio,02470,600 €/kk,54 m²,kerrostalo
864,ei sallittu,1944,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,3 huonetta,02470,"724,61 €/kk",67 m²,kerrostalo
865,ei sallittu,1944,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,3 huonetta,02470,721 €/kk,72 m²,kerrostalo
866,ei sallittu,1967,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,Kaksio,15700,745 €/kk,"66,5 m²",kerrostalo
867,ei sallittu,1954,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,3 huonetta,11120,779 €/kk,63 m²,kerrostalo
868,ei sallittu,1954,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,3 huonetta,11120,749 €/kk,60 m²,kerrostalo
869,ei sallittu,1965,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,4 huonetta,00170,1 831 €/kk,"95,5 m²",kerrostalo
870,ei sallittu,1954,ei luokiteltu,vuokravakuus on yhden kuukauden vuokraa vastaava s,3 huonetta,11120,749 €/kk,60 m²,kerrostalo
871,ei sallittu,1937,hyvä,2 kk / 2 months,Yksiö,00500,1 000 €/kk,"21,5 m²",kerrostalo
872,ei sallittu,1937,hyvä,2 kk / 2 months,Yksiö,00500,1 000 €/kk,"21,5 m²",kerrostalo
873,ei sallittu,1928,hyvä,2 kk / 2 months,Yksiö,00500,1 150 €/kk,"21,5 m²",kerrostalo
874,ei sallittu,1928,hyvä,2 kk / 2 months,Yksiö,00500,1 150 €/kk,"21,5 m²",kerrostalo
875,ei tiedossa,1989,ei luokiteltu,500 euroa,Kaksio,00250,839 €/kk,37 m²,kerrostalo
876,ei sallittu,1957,hyvä,1 kuukauden vuokra,3 huonetta,37600,625 €/kk,63 m²,kerrostalo
877,ei sallittu,2008,hyvä,1500 €,3 huonetta,71160,750 €/kk,102 m²,omakotitalo
878,ei tiedossa,1959,hyvä,1840.00,Kaksio,00400,920 €/kk,"52,5 m²",kerrostalo
879,ei tiedossa,1920,hyvä,1740.00,Yksiö,00510,870 €/kk,28 m²,kerrostalo
880,ei sallittu,1923,hyvä,1780 €,Yksiö,00150,890 €/kk,36 m²,kerrostalo
881,ei sallittu,1969,hyvä,1780 €,Kaksio,02230,892 €/kk,45 m²,kerrostalo
882,ei sallittu,1973,hyvä,1780 €,3 huonetta,01200,1 089 €/kk,"79,5 m²",kerrostalo
883,ei tiedossa,1939,tyydyttävä,250,3 huonetta,41160,584 €/kk,"66,5 m²",kerrostalo
884,ei sallittu,1965,hyvä,250 €,3 huonetta,11100,791 €/kk,69 m²,kerrostalo
885,ei sallittu,1973,hyvä,250 €,Kaksio,11910,650 €/kk,56 m²,kerrostalo
886,ei sallittu,2017,hyvä,"540,00 e",Yksiö,90100,540 €/kk,27 m²,kerrostalo
887,ei sallittu,2017,hyvä,"650,00 e",Kaksio,90100,650 €/kk,"37,5 m²",kerrostalo
888,ei sallittu,1984,hyvä,1660 €,3 huonetta,70420,830 €/kk,65 m²,kerrostalo
889,ei sallittu,1994,hyvä,1660 €,Kaksio,20700,830 €/kk,67 m²,kerrostalo
890,ei sallittu,2003,hyvä,725 €,Kaksio,67100,"724,61 €/kk",57 m²,kerrostalo
891,ei sallittu,2016,hyvä,1kk,Yksiö,02780,697 €/kk,28 m²,kerrostalo
892,ei sallittu,2016,hyvä,1kk,Yksiö,02940,685 €/kk,28 m²,kerrostalo
893,ei sallittu,1991,hyvä,1kk,Yksiö,00530,798 €/kk,38 m²,kerrostalo
894,ei tiedossa,2017,hyvä,1390.00,Yksiö,02760,695 €/kk,28 m²,kerrostalo
895,ei tiedossa,1935,hyvä,2700.00,Kaksio,00150,1 350 €/kk,65 m²,kerrostalo
896,ei tiedossa,1968,tyydyttävä,2700.00,4 huonetta,40320,2 270 €/kk,85 m²,kerrostalo
897,ei tiedossa,1932,hyvä,2700.00,Yksiö,00100,2 385 €/kk,26 m²,kerrostalo
898,ei tiedossa,1972,tyydyttävä,2700.00,3 huonetta,67800,1 853 €/kk,79 m²,kerrostalo
899,ei tiedossa,1984,tyydyttävä,2700.00,Yksiö,00700,1 267 €/kk,34 m²,kerrostalo
900,ei tiedossa,2012,hyvä,2700.00,Yksiö,00180,2 381 €/kk,34 m²,kerrostalo
901,ei tiedossa,1972,tyydyttävä,2700.00,Yksiö,02150,766 €/kk,16 m²,erillistalo
902,ei tiedossa,1966,tyydyttävä,2700.00,3 huonetta,00960,2 181 €/kk,69 m²,kerrostalo
903,ei tiedossa,1908,hyvä,2700.00,Yksiö,20100,1 535 €/kk,26 m²,kerrostalo
904,ei tiedossa,1928,tyydyttävä,2700.00,Yksiö,00250,1 465 €/kk,24 m²,kerrostalo
905,ei tiedossa,1928,tyydyttävä,2700.00,4 huonetta,28840,1 427 €/kk,83 m²,kerrostalo
906,ei tiedossa,1928,tyydyttävä,2700.00,3 huonetta,40100,1 998 €/kk,75 m²,kerrostalo
907,ei sallittu,1963,hyvä,1300,Kaksio,33540,650 €/kk,43 m²,kerrostalo
908,ei sallittu,1973,hyvä,1300,3 huonetta,00640,1 200 €/kk,"73,5 m²",kerrostalo
909,ei sallittu,1952,hyvä,1300,Kaksio,00500,1 184 €/kk,"59,5 m²",kerrostalo
910,ei sallittu,1954,hyvä,1290,Kaksio,15140,645 €/kk,44 m²,kerrostalo
911,ei sallittu,1955,hyvä,850 €,Kaksio,33540,850 €/kk,"57,4 m²",kerrostalo
912,ei sallittu,1955,hyvä,850 €,Kaksio,33540,850 €/kk,"57,4 m²",kerrostalo
913,ei tiedossa,2009,hyvä,4400 ,3 huonetta,00380,2 200 €/kk,148 m²,kerrostalo
914,ei sallittu,1979,hyvä,4400 ,Kaksio,01450,820 €/kk,56 m²,kerrostalo
915,ei sallittu,2000,hyvä,4400 ,Kaksio,01360,930 €/kk,48 m²,kerrostalo
916,ei sallittu,2016,hyvä,4400 ,3 huonetta,01600,1 030 €/kk,"59,5 m²",kerrostalo
917,ei sallittu,2018,hyvä,"1kk,yrityksille 3kk",Kaksio,01200,850 €/kk,50 m²,kerrostalo
918,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",Kaksio,01200,775 €/kk,44 m²,kerrostalo
919,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",3 huonetta,01200,950 €/kk,58 m²,kerrostalo
920,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",Kaksio,01200,860 €/kk,50 m²,kerrostalo
921,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",3 huonetta,01700,1 045 €/kk,65 m²,kerrostalo
922,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",3 huonetta,01200,935 €/kk,58 m²,kerrostalo
923,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",Yksiö,01700,700 €/kk,32 m²,kerrostalo
924,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",3 huonetta,01200,940 €/kk,58 m²,kerrostalo
925,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",3 huonetta,01200,945 €/kk,58 m²,kerrostalo
926,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",Kaksio,01200,785 €/kk,"46,5 m²",kerrostalo
927,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",3 huonetta,01200,930 €/kk,58 m²,kerrostalo
928,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",3 huonetta,01700,1 055 €/kk,66 m²,kerrostalo
929,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",Kaksio,01700,875 €/kk,"54,5 m²",kerrostalo
930,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",Yksiö,01700,710 €/kk,32 m²,kerrostalo
931,ei sallittu,2018,hyvä,"1kk, yrityksille 3kk",3 huonetta,01200,920 €/kk,58 m²,kerrostalo
932,ei sallittu,1960,tyydyttävä,780,Yksiö,26100,390 €/kk,25 m²,kerrostalo
933,ei sallittu,1997,hyvä,858 €,3 huonetta,65100,"856,77 €/kk","71,5 m²",kerrostalo
934,ei sallittu,1997,ei luokiteltu,780.00,3 huonetta,48100,780 €/kk,72 m²,kerrostalo
935,ei sallittu,2000,hyvä,772 €,3 huonetta,67100,"772,49 €/kk","67,5 m²",kerrostalo
936,ei sallittu,1957,hyvä,2 kk vuokra,Kaksio,33530,690 €/kk,54 m²,kerrostalo
937,ei sallittu,1957,hyvä,350,Yksiö,94100,350 €/kk,26 m²,kerrostalo
938,ei tiedossa,1998,hyvä,"1280,00 ",Kaksio,40270,640 €/kk,"54,5 m²",luhtitalo
939,ei tiedossa,2002,hyvä,"1760,00 ",3 huonetta,40740,880 €/kk,73 m²,kerrostalo
940,ei tiedossa,1997,hyvä,"1680,00 ",Kaksio,04300,840 €/kk,"58,5 m²",kerrostalo
941,ei tiedossa,1992,hyvä,"1080,00 ",Yksiö,40420,540 €/kk,43 m²,kerrostalo
942,ei tiedossa,1993,hyvä,"830,00 ",3 huonetta,90550,830 €/kk,"75,5 m²",luhtitalo
943,ei tiedossa,1996,hyvä,"2200,00 ",4 huonetta,04300,1 100 €/kk,79 m²,rivitalo
944,ei tiedossa,1999,hyvä,"2900,00 ",4 huonetta,02760,1 450 €/kk,"98,5 m²",rivitalo
945,ei tiedossa,2003,hyvä,"1240,00 ",Kaksio,40520,620 €/kk,50 m²,kerrostalo
946,ei tiedossa,2011,hyvä,1595,4 huonetta,02780,1 595 €/kk,"99,5 m²",paritalo
947,ei tiedossa,2007,hyvä,767.76,Kaksio,04300,"767,76 €/kk","46,5 m²",kerrostalo
948,ei sallittu,1975,tyydyttävä,1 kk:n vuokra,Kaksio,39500,510 €/kk,"60,2 m²",kerrostalo
949,ei sallittu,1975,hyvä,"450,00",Kaksio,85500,450 €/kk,54 m²,kerrostalo
950,ei sallittu,1975,hyvä,"400,00",Yksiö,85500,400 €/kk,30 m²,kerrostalo
951,ei tiedossa,1975,hyvä,690.00,3 huonetta,04410,690 €/kk,"73,5 m²",kerrostalo
952,ei sallittu,1975,tyydyttävä,590 €,Kaksio,67100,580 €/kk,52 m²,omakotitalo
953,ei sallittu,1970,hyvä,sopimuksen mukaan,5 +,78400,900 €/kk,220 m²,omakotitalo
954,ei sallittu,1987,hyvä,1400,3 huonetta,12700,800 €/kk,90 m²,paritalo
955,ei sallittu,2017,hyvä,2kk,Kaksio,90100,780 €/kk,49 m²,kerrostalo
956,ei tiedossa,1977,hyvä,1190.00,Kaksio,11130,595 €/kk,"58,5 m²",kerrostalo
957,ei sallittu,1955,tyydyttävä,1750 €,Kaksio,00640,875 €/kk,50 m²,kerrostalo
958,ei sallittu,1980,hyvä,250,Kaksio,96440,560 €/kk,62 m²,kerrostalo
959,ei sallittu,2017,hyvä,2 kk vuokra,Yksiö,02230,780 €/kk,33 m²,kerrostalo
960,ei sallittu,1983,hyvä,700 €,Yksiö,10660,340 €/kk,"29,5 m²",kerrostalo
961,ei sallittu,1977,hyvä,1 kk,3 huonetta,91300,700 €/kk,79 m²,rivitalo
962,ei tiedossa,1961,hyvä,1 kk,3 huonetta,02650,1 100 €/kk,70 m²,kerrostalo
963,ei sallittu,1956,hyvä,1 kk:n vuokra,Kaksio,94200,380 €/kk,49 m²,kerrostalo
964,ei sallittu,1996,hyvä,250,Kaksio,01370,811 €/kk,"48,5 m²",kerrostalo
965,ei sallittu,1963,hyvä,250,3 huonetta,96100,895 €/kk,79 m²,kerrostalo
966,ei sallittu,2007,hyvä,250,Yksiö,05810,635 €/kk,43 m²,luhtitalo
967,ei sallittu,1950,hyvä,"660,00 e",3 huonetta,90500,660 €/kk,63 m²,kerrostalo
968,ei sallittu,2018,ei luokiteltu,655.00,Yksiö,20520,655 €/kk,"34,5 m²",kerrostalo
969,ei sallittu,2018,ei luokiteltu,1048.00,3 huonetta,04200,1 048 €/kk,"68,5 m²",kerrostalo
970,ei sallittu,2015,ei luokiteltu,1504.00,Yksiö,04200,752 €/kk,38 m²,kerrostalo
971,ei sallittu,2010,ei luokiteltu,665.00,Kaksio,33950,665 €/kk,"47,5 m²",kerrostalo
972,ei sallittu,2018,ei luokiteltu,645.00,Yksiö,20520,645 €/kk,"34,5 m²",kerrostalo
973,ei sallittu,2018,ei luokiteltu,640.00,Yksiö,20520,640 €/kk,33 m²,kerrostalo
974,ei sallittu,2018,ei luokiteltu,670.00,Yksiö,20520,670 €/kk,"37,5 m²",kerrostalo
975,ei sallittu,2018,ei luokiteltu,575.00,Yksiö,20520,575 €/kk,26 m²,kerrostalo
976,ei sallittu,2018,ei luokiteltu,800.00,Kaksio,20520,800 €/kk,51 m²,kerrostalo
977,ei sallittu,2018,ei luokiteltu,625.00,Yksiö,20520,625 €/kk,33 m²,kerrostalo
978,ei sallittu,2018,ei luokiteltu,753.00,Kaksio,04200,753 €/kk,39 m²,kerrostalo
979,ei sallittu,2018,ei luokiteltu,650.00,Yksiö,20520,650 €/kk,"36,5 m²",kerrostalo
980,ei sallittu,2018,ei luokiteltu,630.00,Yksiö,20520,630 €/kk,33 m²,kerrostalo
981,ei sallittu,2018,ei luokiteltu,660.00,Kaksio,20520,660 €/kk,34 m²,kerrostalo
982,ei sallittu,2018,ei luokiteltu,595.00,Yksiö,20520,595 €/kk,26 m²,kerrostalo
983,ei sallittu,2018,ei luokiteltu,640.00,Yksiö,20520,640 €/kk,33 m²,kerrostalo
984,ei sallittu,2018,ei luokiteltu,645.00,Yksiö,20520,645 €/kk,"34,5 m²",kerrostalo
985,ei sallittu,2018,ei luokiteltu,635.00,Kaksio,20520,635 €/kk,34 m²,kerrostalo
986,ei sallittu,2018,ei luokiteltu,570.00,Yksiö,20520,570 €/kk,26 m²,kerrostalo
987,ei sallittu,2015,ei luokiteltu,685.00,Yksiö,04260,685 €/kk,31 m²,kerrostalo
988,ei sallittu,2015,ei luokiteltu,831.00,Kaksio,06100,831 €/kk,53 m²,kerrostalo
989,ei sallittu,2018,ei luokiteltu,655.00,Yksiö,20520,655 €/kk,"34,5 m²",kerrostalo
990,ei sallittu,2018,ei luokiteltu,820.00,Kaksio,20520,820 €/kk,"50,5 m²",kerrostalo
991,ei sallittu,2018,ei luokiteltu,815.00,Kaksio,20520,815 €/kk,51 m²,kerrostalo
992,ei sallittu,2018,ei luokiteltu,660.00,Yksiö,20520,660 €/kk,"37,5 m²",kerrostalo
993,ei sallittu,2018,ei luokiteltu,820.00,Kaksio,20520,820 €/kk,51 m²,kerrostalo
994,ei sallittu,2014,ei luokiteltu,780.00,Yksiö,00370,780 €/kk,"34,5 m²",kerrostalo
995,ei tiedossa,1955,hyvä,1450.00,Kaksio,90100,725 €/kk,58 m²,kerrostalo
996,ei tiedossa,2008,hyvä,1460.00,Kaksio,90100,730 €/kk,46 m²,kerrostalo
997,ei tiedossa,1956,hyvä,1350.00,Kaksio,90100,675 €/kk,56 m²,kerrostalo
998,ei tiedossa,1955,hyvä,1250.00,Kaksio,90100,625 €/kk,"49,5 m²",kerrostalo
999,ei sallittu,1955,hyvä,"600,00",3 huonetta,85800,600 €/kk,76 m²,kerrostalo
1000,ei tiedossa,1955,hyvä,1780.00,Kaksio,00320,890 €/kk,"42,5 m²",kerrostalo
1001,ei tiedossa,1980,hyvä,1740.00,Kaksio,02130,870 €/kk,"53,5 m²",kerrostalo
1002,ei sallittu,2016,hyvä,1200 €,Kaksio,60200,650 €/kk,57 m²,rivitalo
1003,ei sallittu,1965,hyvä,2 kuukauden vakuus,3 huonetta,70400,900 €/kk,155 m²,paritalo
1004,ei sallittu,1977,hyvä,600 €,3 huonetta,85500,600 €/kk,67 m²,kerrostalo
1005,ei sallittu,2013,hyvä,650€,Kaksio,95400,650 €/kk,43 m²,kerrostalo
1006,ei sallittu,1965,hyvä,2 kk.n vuokra,Kaksio,00920,940 €/kk,52 m²,kerrostalo
1007,ei sallittu,1982,hyvä,272,Yksiö,29880,272 €/kk,30 m²,rivitalo
1008,ei sallittu,1961,hyvä,1140.00,3 huonetta,48230,570 €/kk,48 m²,kerrostalo
1009,ei sallittu,1976,hyvä,860.00,Yksiö,18100,430 €/kk,30 m²,kerrostalo
1010,ei sallittu,1965,hyvä,2kk vuokraa vastaava summa,Yksiö,33200,625 €/kk,26 m²,kerrostalo
